,CALSEK01_EVE001,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE005,CALSEK01_EVE002,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE004,CALSEK01_EVE005,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE002,CALSEK01_EVE003,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE009,CALSEK01_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE001,CALSEK01_EVE010,CALSEK01_EVE014,CALSEK01_EVE017,CALSEK01_EVE016,CALSEK01_EVE018,CALSEK01_EVE011,CALSEK01_EVE012,CALSEK01_EVE013,CALSEK01_EVE015,CALSEK01_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE011,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE012,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE017,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE015,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE013,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE016,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE018,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE014,CALSEK01_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE053,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE057,CALSEK01_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE054,CALSEK01_EVE044,CALSEK01_EVE051,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE059,CALSEK01_EVE041,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE051,CALSEK01_EVE048,CALSEK01_EVE043,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE050,CALSEK01_EVE049,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE058,CALSEK01_EVE050,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE064,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE056,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE061,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE062,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE063,CALSEK01_EVE052,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE060,CALSEK01_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE055,CALSEK01_EVE037 (reversed),CALSEK01_EVE038 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE042 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE043 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE044 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE040 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE041 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE039 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE052,CALSEK01_EVE029 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE026 (reversed),CALSEK01_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE008 (reversed),CALSEK01_EVE022,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE010,CALSEK01_EVE025,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE027,CALSEK01_EVE031,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE031,CALSEK01_EVE033,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE034,CALSEK01_EVE034,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE033,CALSEK01_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE038,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE037,CALSEK01_EVE036,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE036,CALSEK01_EVE039,CALSEK01_EVE040,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE048,CALSEK01_EVE020,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE020,CALSEK01_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE021,CALSEK01_EVE028,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE029,CALSEK01_EVE027,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE028,CALSEK01_EVE009,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE006,CALSEK01_EVE026,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE024,CALSEK01_EVE006,CALSEK01_EVE008 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE003 (reversed),CALSEK01_EVE021,CALSEK01_EVE004,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE025,CALSEK01_EVE024,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE022,CALSEK01_EVE032,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE032
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE062,14.6589,18.5855,23.3577,23.3577,21.5938,21.5938,21.8241,21.2794,24.6154,10.8268,20.0680,21.2750,22.2136,21.2009,20.7733,19.7439,19.4070,19.4744,19.4744,19.9228,19.9228,19.9228,19.9228,19.9228,19.8456,19.8456,19.9228,19.8456,19.9228,21.9949,21.9949,20.9634,24.6862,24.6862,24.7126,23.4568,22.6415,61.2903,61.2903,55.3265,67.4242,66.9913,98.7687,98.7687,99.6482,99.6482,99.7151,99.9120,,99.4723,80.9375,80.9375,62.1622,61.7117,41.8182,41.8182,41.8182,41.8182,41.8182,42.7273,41.8182,41.2844,20.3777,15.2778,14.7013,15.4369,15.8088,22.9508,20.0380,21.1873,10.4228,10.5211,28.4153,13.8132,13.0350,18.2274,19.1589,20.2114,20.2114,19.0161,19.1107,19.2053,19.1107,19.1107,19.1107,20.4698,20.4698,20.4698,20.4698,20.4698,20.4698,18.2163,16.7033,18.7683,18.8661,15.9041,15.5773,18.4211,18.4211,17.4817,16.2304,16.7797,16.6102,23.5294,15.2057,14.3123,19.2889,12.9597,12.9597,21.4381,15.9712,15.8273,18.5639,19.2825
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE063,14.5138,18.4211,24.0876,24.0876,21.8509,21.8509,22.0195,21.4752,24.1026,10.6299,20.1361,21.3491,22.2910,21.2750,20.8491,19.8113,19.4744,19.5418,19.5418,20.0000,20.0000,20.0000,20.0000,20.0000,19.9228,19.9228,20.0000,19.9228,20.0000,21.4834,21.4834,20.8955,24.6862,24.6862,24.1379,23.4568,22.9111,61.4194,61.4194,55.3265,67.5325,67.0996,98.7687,98.7687,99.4723,99.4723,99.7151,99.5602,99.4723,,80.6250,80.6250,62.1622,61.7117,41.8182,41.8182,41.8182,41.8182,41.8182,42.7273,41.8182,41.2844,20.3777,15.1235,14.5440,15.3398,15.7169,22.9508,20.0380,21.0850,10.5211,10.6195,28.9617,13.8132,13.0350,18.3946,19.3146,20.2114,20.2114,19.1107,19.2053,19.2999,19.2053,19.2053,19.2053,20.9732,20.9732,20.9732,20.9732,20.9732,20.9732,18.2163,16.7033,18.6706,18.7683,16.0131,15.6863,18.4211,18.4211,17.3594,16.2304,16.7797,16.6102,23.5294,15.5635,14.6840,19.2889,12.9597,12.9597,21.1718,15.6835,15.5396,18.5639,19.2825
CALSEK01_EVE052,14.2857,22.2222,23.7410,23.7410,21.3650,21.3650,15.4321,14.9691,25.0000,5.7402,16.0448,16.4179,16.4179,16.2313,16.2313,16.4179,16.2313,16.2313,16.2313,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,19.7368,19.7368,19.6388,0.0000,0.0000,24.7387,20.8511,21.6438,55.6250,55.6250,53.3333,59.6215,58.6751,81.5625,81.5625,81.2500,81.2500,78.9855,80.9375,80.9375,80.6250,,100.0000,50.0000,50.0000,56.2500,56.2500,56.2500,56.2500,56.2500,56.2500,56.2500,61.5385,20.8955,17.2205,17.2205,16.6163,16.1954,20.7831,22.5714,22.2857,15.1786,15.1786,31.0345,8.4639,8.4639,10.8504,10.5572,20.5128,20.5128,16.4865,16.7568,16.7568,16.7568,16.7568,16.7568,20.7547,20.7547,20.7547,20.7547,20.7547,20.7547,12.5000,0.0000,20.2934,20.2934,12.1212,11.8182,17.5439,17.5439,17.0659,16.0256,15.2695,14.9701,13.4615,13.6364,13.6364,21.9373,9.9398,9.9398,22.7273,20.2417,19.9396,17.8248,17.0492
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE060,14.2857,22.2222,23.7410,23.7410,21.3650,21.3650,15.4321,14.9691,25.0000,5.7402,16.0448,16.4179,16.4179,16.2313,16.2313,16.4179,16.2313,16.2313,16.2313,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,16.0448,19.7368,19.7368,19.6388,0.0000,0.0000,24.7387,20.8511,21.6438,55.6250,55.6250,53.3333,59.6215,58.6751,81.5625,81.5625,81.2500,81.2500,78.9855,80.9375,80.9375,80.6250,100.0000,,50.0000,50.0000,56.2500,56.2500,56.2500,56.2500,56.2500,56.2500,56.2500,61.5385,20.8955,17.2205,17.2205,16.6163,16.1954,20.7831,22.5714,22.2857,15.1786,15.1786,31.0345,8.4639,8.4639,10.8504,10.5572,20.5128,20.5128,16.4865,16.7568,16.7568,16.7568,16.7568,16.7568,20.7547,20.7547,20.7547,20.7547,20.7547,20.7547,12.5000,0.0000,20.2934,20.2934,12.1212,11.8182,17.5439,17.5439,17.0659,16.0256,15.2695,14.9701,13.4615,13.6364,13.6364,21.9373,9.9398,9.9398,22.7273,20.2417,19.9396,17.8248,17.0492
CALSEK01_EVE047,0.0000,0.0000,0.0000,0.0000,22.6923,22.6923,21.8182,21.4545,0.0000,7.8431,19.8198,20.7358,26.0331,21.0702,20.4013,16.7147,16.1383,16.1383,16.1383,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,17.0909,17.0909,0.0000,0.0000,18.2768,0.0000,0.0000,0.0000,19.6629,19.6629,62.2449,62.2449,0.0000,33.3333,33.3333,62.1622,62.1622,61.7117,61.7117,62.1622,62.1622,62.1622,62.1622,50.0000,50.0000,,99.5495,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2115,8.1081,7.8224,16.8317,16.8317,30.5556,18.4314,23.4637,0.0000,0.0000,0.0000,12.8205,11.9658,23.0303,20.5607,19.5804,19.5804,19.5402,19.5402,19.5402,19.5402,19.5402,19.5402,12.0370,12.0370,12.0370,12.0370,12.0370,12.0370,0.0000,0.0000,17.9612,18.4466,30.3030,29.6970,0.0000,0.0000,34.2105,0.0000,18.1818,18.1818,0.0000,23.5294,19.6970,16.0920,20.1550,20.1550,17.3611,7.6577,7.6577,11.4286,0.0000
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE055,0.0000,0.0000,0.0000,0.0000,22.3077,22.3077,21.8182,21.4545,0.0000,7.8431,19.5195,20.4013,25.6198,20.7358,20.0669,16.7147,16.1383,16.1383,16.1383,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,16.7273,17.0909,17.0909,0.0000,0.0000,18.5379,0.0000,0.0000,0.0000,19.6629,19.6629,62.7551,62.7551,0.0000,33.3333,33.3333,61.7117,61.7117,61.2613,61.2613,61.7117,61.7117,61.7117,61.7117,50.0000,50.0000,99.5495,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2115,8.1081,7.8224,16.8317,16.8317,30.5556,18.4314,23.4637,0.0000,0.0000,0.0000,12.8205,11.9658,23.0303,20.5607,19.5804,19.5804,19.5402,19.5402,19.5402,19.5402,19.5402,19.5402,12.0370,12.0370,12.0370,12.0370,12.0370,12.0370,0.0000,0.0000,17.9612,18.4466,30.3030,29.6970,0.0000,0.0000,34.2105,0.0000,18.1818,18.1818,0.0000,23.5294,19.6970,16.0920,20.1550,20.1550,17.3611,7.6577,7.6577,11.4286,0.0000
CALSEK01_EVE037 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,31.8182,31.8182,29.0909,28.2353,28.2353,35.4430,0.0000,32.7273,37.2727,37.2727,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,,100.0000,100.0000,100.0000,100.0000,99.0909,99.0909,89.9083,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,29.8077,30.7692,29.0909,30.0000,30.0000,30.0000,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,18.6275,16.6667,17.2727,17.2727,27.2727,27.2727,28.1818,28.1818,20.0000,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,28.1818,28.1818,21.8182,21.8182
CALSEK01_EVE038 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,31.8182,31.8182,29.0909,28.2353,28.2353,35.4430,0.0000,32.7273,37.2727,37.2727,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,100.0000,,100.0000,100.0000,100.0000,99.0909,99.0909,89.9083,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,29.8077,30.7692,29.0909,30.0000,30.0000,30.0000,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,18.6275,16.6667,17.2727,17.2727,27.2727,27.2727,28.1818,28.1818,20.0000,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,28.1818,28.1818,21.8182,21.8182
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE042 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,31.8182,31.8182,29.0909,28.2353,28.2353,35.4430,0.0000,32.7273,37.2727,37.2727,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,100.0000,100.0000,,100.0000,100.0000,99.0909,99.0909,89.9083,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,29.8077,30.7692,29.0909,30.0000,30.0000,30.0000,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,18.6275,16.6667,17.2727,17.2727,27.2727,27.2727,28.1818,28.1818,20.0000,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,28.1818,28.1818,21.8182,21.8182
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE043 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,31.8182,31.8182,29.0909,28.2353,28.2353,35.4430,0.0000,32.7273,37.2727,37.2727,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,100.0000,100.0000,100.0000,,100.0000,99.0909,99.0909,89.9083,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,29.8077,30.7692,29.0909,30.0000,30.0000,30.0000,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,18.6275,16.6667,17.2727,17.2727,27.2727,27.2727,28.1818,28.1818,20.0000,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,28.1818,28.1818,21.8182,21.8182
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE044 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,31.8182,31.8182,29.0909,28.2353,28.2353,35.4430,0.0000,32.7273,37.2727,37.2727,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,100.0000,100.0000,100.0000,100.0000,,99.0909,99.0909,89.9083,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,29.8077,30.7692,29.0909,30.0000,30.0000,30.0000,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,29.0909,29.0909,29.0909,29.0909,29.0909,29.0909,18.6275,16.6667,17.2727,17.2727,27.2727,27.2727,28.1818,28.1818,20.0000,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,28.1818,28.1818,21.8182,21.8182
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE040 (reversed),24.5455,25.4545,25.4545,25.4545,25.4545,25.4545,20.0000,19.0909,28.1818,28.1818,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,28.1818,27.0588,27.0588,35.4430,0.0000,32.7273,38.1818,38.1818,23.8532,37.2727,37.2727,40.9091,40.9091,42.7273,42.7273,0.0000,42.7273,42.7273,42.7273,56.2500,56.2500,0.0000,0.0000,99.0909,99.0909,99.0909,99.0909,99.0909,,98.1818,88.9908,21.8182,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,23.6364,23.6364,28.1818,28.8462,29.8077,29.0909,30.0000,29.0909,29.0909,29.0909,29.0909,28.1818,28.1818,28.1818,28.1818,30.0000,30.0000,30.0000,30.0000,30.0000,30.0000,18.6275,16.6667,17.2727,17.2727,26.3636,26.3636,29.0909,29.0909,20.0000,20.0000,20.0000,20.0000,23.6364,22.0000,23.0000,22.7273,21.8182,21.8182,30.9091,27.2727,27.2727,22.7273,22.7273
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE041 (reversed),24.5455,25.4545,24.5455,24.5455,25.4545,25.4545,20.0000,19.0909,27.2727,27.2727,30.0000,30.0000,30.0000,30.0000,30.9091,30.0000,28.1818,30.0000,30.0000,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,30.9091,28.1818,27.0588,27.0588,35.4430,0.0000,32.7273,36.3636,36.3636,23.8532,36.3636,36.3636,40.0000,40.0000,41.8182,41.8182,0.0000,41.8182,41.8182,41.8182,56.2500,56.2500,0.0000,0.0000,99.0909,99.0909,99.0909,99.0909,99.0909,98.1818,,88.9908,22.7273,33.6364,33.6364,26.3636,26.3636,29.0909,24.5455,24.5455,22.7273,22.7273,28.1818,29.8077,30.7692,28.1818,29.0909,30.0000,30.0000,28.1818,28.1818,27.2727,27.2727,27.2727,27.2727,28.1818,28.1818,28.1818,28.1818,28.1818,28.1818,18.6275,16.6667,16.3636,16.3636,26.3636,26.3636,28.1818,28.1818,19.0909,20.0000,20.9091,20.9091,22.7273,22.0000,23.0000,22.7273,21.8182,21.8182,31.8182,27.2727,27.2727,21.8182,21.8182
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE039 (reversed),24.7706,25.6881,23.8532,23.8532,27.5229,27.5229,21.1009,19.2661,27.5229,27.5229,30.2752,30.2752,30.2752,30.2752,31.1927,30.2752,30.2752,30.2752,30.2752,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,25.6881,25.6881,23.8532,27.5862,27.5862,24.3590,0.0000,34.8624,36.6972,36.6972,22.9358,37.6147,37.6147,39.4495,39.4495,41.2844,41.2844,0.0000,41.2844,41.2844,41.2844,61.5385,61.5385,0.0000,0.0000,89.9083,89.9083,89.9083,89.9083,89.9083,88.9908,88.9908,,20.1835,33.0275,33.0275,27.5229,27.5229,28.4404,26.6055,26.6055,23.8532,23.8532,28.4404,25.2427,25.2427,27.5229,28.4404,28.4404,28.4404,32.1101,32.1101,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,31.1927,21.1538,16.6667,20.1835,20.1835,29.3578,29.3578,27.5229,27.5229,22.0183,21.1009,23.8532,23.8532,21.1009,20.2020,20.2020,23.8532,22.0183,22.0183,33.0275,29.3578,29.3578,22.9358,22.9358
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE052,23.5033,23.6902,28.3333,28.3333,18.6228,18.6228,12.2576,11.8697,25.2809,14.6006,13.6731,14.2036,14.9871,14.2740,13.8158,14.5378,14.0809,14.0809,14.0809,14.4599,14.4599,14.4599,14.4599,14.4599,14.4599,14.4599,14.3728,14.4599,14.4599,26.1682,26.1682,16.5289,30.5085,30.5085,27.2414,20.3008,23.4043,18.1698,18.1698,22.0280,23.8095,23.1830,20.2783,20.2783,20.1789,20.1789,13.9053,20.3777,20.3777,20.3777,20.8955,20.8955,7.2115,7.2115,22.7273,22.7273,22.7273,22.7273,22.7273,21.8182,22.7273,20.1835,,16.1081,15.9405,22.8571,20.4578,21.9409,19.4548,21.1460,22.1269,21.9554,30.8642,15.8690,15.8690,16.4474,18.0361,20.9917,20.9917,20.7497,20.7497,21.0174,20.8835,20.8835,20.8835,21.6667,21.6667,21.6667,21.6667,21.6667,21.6667,24.9221,26.9076,17.6326,17.5092,23.7148,23.8806,26.9103,26.9103,24.2701,23.6842,19.1283,19.1283,21.8750,22.7384,23.4536,21.3852,20.2439,20.2439,23.3333,27.0335,27.0983,24.6914,26.8519
CALSEK01_EVE029 (reversed),25.2567,26.1959,24.7934,24.7934,26.6165,26.6165,18.8474,19.1589,24.1379,13.7845,15.8076,18.4539,18.0786,18.3555,18.8177,17.0455,17.2922,17.0912,17.0912,19.5940,19.5940,19.5940,19.5940,19.5940,19.5940,19.6823,19.5940,19.6823,19.8588,23.3645,23.3645,17.3529,25.4237,25.4237,28.0822,20.8481,24.4406,21.5789,21.5789,19.9301,17.0951,16.7095,15.1235,15.1235,15.2778,15.2778,11.5741,15.2778,15.2778,15.1235,17.2205,17.2205,8.1081,8.1081,33.6364,33.6364,33.6364,33.6364,33.6364,33.6364,33.6364,33.0275,16.1081,,98.2618,71.9472,62.3704,47.2340,23.5714,22.8420,10.9745,10.7989,31.4815,21.6749,21.9212,24.7335,21.2891,23.3058,23.3058,25.0667,24.9333,24.8000,25.2000,25.2000,25.2000,25.7261,25.7261,25.7261,25.7261,25.7261,25.7261,27.7439,26.1719,20.5314,20.0483,25.0384,24.5776,24.2138,24.2138,22.7273,22.2222,26.1468,25.4587,23.6607,20.1405,20.4433,22.3048,21.3777,21.3777,26.8657,11.8573,11.7524,23.0216,23.5119
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE026 (reversed),24.6939,25.8206,23.9669,23.9669,26.6165,26.6165,18.6973,18.9272,24.1379,13.8889,16.2807,18.6275,18.2676,18.5306,18.9853,18.5893,18.8651,18.6441,18.6441,19.7574,19.7574,19.7574,19.7574,19.7574,19.7574,19.8440,19.7574,19.8440,20.0173,23.6760,23.6760,17.0393,24.8588,24.8588,28.0822,20.1413,24.2685,20.6579,20.6579,19.2308,16.2703,15.8949,14.5440,14.5440,14.7013,14.7013,11.2769,14.7013,14.7013,14.5440,17.2205,17.2205,7.8224,7.8224,33.6364,33.6364,33.6364,33.6364,33.6364,33.6364,33.6364,33.0275,15.9405,98.2618,,70.3349,61.2069,46.8085,23.7812,23.0769,12.9648,12.7638,32.0988,21.1823,21.4286,23.8806,20.7031,22.9752,22.9752,25.0324,24.9027,24.7730,25.1621,25.1621,25.1621,25.5187,25.5187,25.5187,25.5187,25.5187,25.5187,28.6533,27.0758,21.0145,20.5314,24.7312,24.5776,23.8994,23.8994,22.7273,22.2222,25.4587,25.2294,24.5536,20.2830,20.5955,22.2222,21.3777,21.3777,26.3682,14.4291,14.3036,22.3022,22.6190
CALSEK01_EVE030 (reversed),22.8571,24.9453,22.3140,22.3140,25.5489,25.5489,14.9762,14.8885,22.9885,12.5313,16.9190,17.4429,17.5342,17.4270,17.4976,17.5637,17.5355,17.4408,17.4408,17.7889,17.7889,17.7889,17.7889,17.7889,17.7889,17.7889,17.7889,17.7889,17.7889,21.8069,21.8069,17.4120,24.8588,24.8588,26.0274,17.4757,21.6270,20.4204,20.4204,18.5315,15.2853,15.0700,15.4369,15.4369,15.6311,15.6311,16.0173,15.4369,15.4369,15.3398,16.6163,16.6163,16.8317,16.8317,26.3636,26.3636,26.3636,26.3636,26.3636,26.3636,26.3636,27.5229,22.8571,71.9472,70.3349,,86.8347,45.1064,22.4852,23.0769,21.0273,20.7063,29.6296,20.7692,21.0256,22.2222,19.7628,23.6234,23.6234,23.4100,23.2747,23.4100,23.5453,23.5453,23.5453,25.6842,25.6842,25.6842,25.6842,25.6842,25.6842,26.5464,24.0506,22.4377,22.0222,22.4872,22.1465,26.7296,26.7296,23.0640,23.1481,25.0653,24.8042,22.3214,21.8667,22.1333,20.8174,21.3740,21.3740,26.4286,23.7647,23.5294,23.7288,23.5119
